Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-01-07,04:28:32,"""CNR2773539""",Completed,"""CID9947752""",Go Sedan,South Extension,Cyber Hub,4.8,29.5,,,,,,,159.0,31.12,3.2,4.5,UPI
2024-08-16,20:57:49,"""CNR5257639""",Cancelled by Driver,"""CID8440371""",Auto,Rohini East,Azadpur,7.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-07,22:42:58,"""CNR9333125""",Completed,"""CID9927502""",Go Mini,Sadar Bazar Gurgaon,Indraprastha,14.3,40.0,,,,,,,112.0,25.17,4.8,3.8,UPI
2024-03-07,22:42:56,"""CNR1878534""",Completed,"""CID8824154""",Go Sedan,Shastri Nagar,Panipat,14.1,19.7,,,,,,,929.0,23.0,4.5,4.3,Cash
2024-02-23,20:24:10,"""CNR2071501""",Completed,"""CID4304055""",Auto,Mayur Vihar,Preet Vihar,14.3,17.3,,,,,,,225.0,2.86,4.3,4.2,UPI
2024-06-09,11:44:06,"""CNR9634800""",Cancelled by Driver,"""CID6942166""",Bike,Kherki Daula Toll,Anand Vihar ISBT,3.7,,,,1.0,Customer related issue,,,,,,,
2024-11-01,19:00:33,"""CNR8881673""",No Driver Found,"""CID8702832""",Auto,Sohna Road,Botanical Garden,,,,,,,,,,,,,
2024-03-02,12:59:13,"""CNR8370849""",No Driver Found,"""CID2665649""",Go Mini,India Gate,Sonipat,,,,,,,,,,,,,
2024-05-15,07:37:10,"""CNR1144044""",Cancelled by Customer,"""CID5859698""",Auto,Laxmi Nagar,Saidulajab,18.9,,1.0,Change of plans,,,,,,,,,
2024-03-08,13:38:05,"""CNR1736427""",Cancelled by Driver,"""CID7500219""",Go Sedan,New Delhi Railway Station,Satguru Ram Singh Marg,9.3,,,,1.0,More than permitted people in there,,,,,,,
2024-02-13,06:14:55,"""CNR2553618""",Completed,"""CID4727573""",Premier Sedan,Seelampur,Udyog Vihar Phase 4,10.7,44.7,,,,,,,886.0,30.49,4.3,4.2,Cash
2024-08-13,16:27:55,"""CNR1425763""",Cancelled by Customer,"""CID7881110""",Uber XL,Seelampur,Green Park,8.2,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-05-26,19:35:07,"""CNR5158276""",Incomplete,"""CID7930319""",Auto,Munirka,Vidhan Sabha,7.6,15.9,,,,,1.0,Customer Demand,1297.0,11.09,,,UPI
2024-07-04,16:17:30,"""CNR1711061""",Cancelled by Driver,"""CID3395318""",Go Mini,Karkarduma,Mundka,10.3,,,,1.0,More than permitted people in there,,,,,,,
2024-06-14,18:38:37,"""CNR4550363""",Completed,"""CID1522472""",Go Mini,Sushant Lok,Chanakyapuri,6.4,35.4,,,,,,,99.0,21.39,4.7,3.9,Cash
2024-06-26,21:28:18,"""CNR7743761""",Completed,"""CID1743429""",Auto,DLF Phase 3,Chirag Delhi,7.2,37.4,,,,,,,164.0,26.51,4.7,3.9,UPI
2024-01-27,22:31:23,"""CNR5014061""",Cancelled by Driver,"""CID9380382""",Auto,GTB Nagar,Gurgaon Sector 29,5.1,,,,1.0,Customer related issue,,,,,,,
2024-05-01,10:16:23,"""CNR2215835""",No Driver Found,"""CID9240054""",eBike,Lal Quila,Chanakyapuri,,,,,,,,,,,,,
2024-04-25,10:34:29,"""CNR6009926""",Cancelled by Driver,"""CID7053753""",Auto,Ashok Park Main,Lok Kalyan Marg,9.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-15,08:20:23,"""CNR1755037""",Cancelled by Driver,"""CID4014663""",Bike,Peeragarhi,Noida Sector 18,4.5,,,,1.0,Customer related issue,,,,,,,
2024-06-07,22:57:40,"""CNR9421804""",Cancelled by Driver,"""CID3574828""",Premier Sedan,Nehru Place,Noida Extension,9.7,,,,1.0,Customer related issue,,,,,,,
2024-10-12,13:58:20,"""CNR3144478""",Completed,"""CID8208181""",Go Mini,Dwarka Mor,IIT Delhi,10.3,40.8,,,,,,,417.0,37.18,3.8,4.6,UPI
2024-03-31,12:12:09,"""CNR4794237""",Cancelled by Customer,"""CID1389470""",Go Sedan,Vinobapuri,Udyog Vihar Phase 4,12.1,,1.0,Wrong Address,,,,,,,,,
2024-05-22,15:39:36,"""CNR7227852""",Completed,"""CID6344032""",Bike,Kashmere Gate ISBT,Vatika Chowk,7.7,19.8,,,,,,,601.0,9.47,4.1,4.5,UPI
2024-03-19,18:47:36,"""CNR4228640""",Cancelled by Driver,"""CID3817875""",Bike,Kirti Nagar,IGI Airport,10.9,,,,1.0,Customer related issue,,,,,,,
2024-11-07,08:13:11,"""CNR9469033""",Completed,"""CID9416667""",Auto,New Colony,IFFCO Chowk,4.7,42.5,,,,,,,258.0,27.05,4.3,5.0,UPI
2024-09-01,05:10:23,"""CNR9694684""",Completed,"""CID9999314""",Bike,India Gate,Punjabi Bagh,8.3,42.5,,,,,,,459.0,34.26,5.0,5.0,Uber Wallet
2024-04-29,20:09:57,"""CNR7610890""",Completed,"""CID3573290""",Go Mini,Preet Vihar,Shastri Nagar,11.7,18.4,,,,,,,739.0,21.71,4.2,4.6,UPI
2024-09-19,11:54:16,"""CNR9428694""",No Driver Found,"""CID9009792""",Go Mini,Rithala,Karkarduma,,,,,,,,,,,,,
2024-11-16,08:37:32,"""CNR4686582""",Completed,"""CID6120292""",Go Mini,Chandni Chowk,Moti Nagar,9.8,29.4,,,,,,,263.0,10.78,4.2,4.4,UPI
2024-05-08,08:13:42,"""CNR1475508""",Cancelled by Driver,"""CID5371182""",Auto,Narsinghpur,Anand Vihar,9.4,,,,1.0,Customer related issue,,,,,,,
2024-03-27,02:37:08,"""CNR1560467""",Completed,"""CID6711994""",eBike,Sultanpur,Gwal Pahari,2.9,40.7,,,,,,,492.0,31.75,4.3,4.1,Uber Wallet
2024-08-08,15:11:50,"""CNR7308932""",Cancelled by Driver,"""CID3917272""",Bike,Ghitorni,Seelampur,8.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-21,10:59:31,"""CNR1326886""",Cancelled by Driver,"""CID6671130""",Auto,Tis Hazari,Tagore Garden,10.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-13,17:42:27,"""CNR4685111""",Completed,"""CID2213032""",Auto,Udyog Vihar Phase 4,Madipur,11.2,20.1,,,,,,,289.0,12.28,4.3,4.2,UPI
2024-08-03,09:48:57,"""CNR2445008""",Completed,"""CID4142763""",Go Mini,Uttam Nagar,Gurgaon Sector 56,6.3,16.9,,,,,,,168.0,45.82,3.7,4.6,UPI
2024-07-06,08:01:50,"""CNR3297406""",No Driver Found,"""CID4640927""",Go Mini,Azadpur,Preet Vihar,,,,,,,,,,,,,
2024-12-16,21:22:34,"""CNR5646656""",Completed,"""CID7110646""",Premier Sedan,Pitampura,Kashmere Gate,14.3,23.9,,,,,,,302.0,32.94,4.6,4.7,Cash
2024-08-15,14:32:45,"""CNR5987759""",Completed,"""CID1440909""",Auto,DLF City Court,Bhikaji Cama Place,13.0,32.6,,,,,,,374.0,28.48,4.1,4.9,Credit Card
2024-07-17,16:55:57,"""CNR6694409""",Completed,"""CID4363291""",eBike,Samaypur Badli,Sonipat,3.0,40.9,,,,,,,587.0,48.64,4.1,4.5,Cash
2024-01-14,10:23:57,"""CNR6109840""",Cancelled by Driver,"""CID6327064""",Go Sedan,Badshahpur,Bahadurgarh,8.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-25,15:55:43,"""CNR2347147""",Completed,"""CID8104652""",Go Sedan,Narsinghpur,Badshahpur,10.5,17.1,,,,,,,394.0,27.71,4.4,4.9,Credit Card
2024-07-11,20:04:36,"""CNR1286006""",Cancelled by Driver,"""CID4922800""",Go Mini,Raj Nagar Extension,AIIMS,5.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-05-30,11:33:16,"""CNR7247412""",Completed,"""CID5013048""",Bike,Model Town,Tagore Garden,5.1,27.8,,,,,,,338.0,12.52,3.7,4.3,Credit Card
2024-05-03,18:35:29,"""CNR8384737""",Cancelled by Driver,"""CID7010946""",Go Sedan,Ardee City,Khandsa,4.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-27,07:26:27,"""CNR6734670""",Completed,"""CID9609322""",Auto,Gurgaon Sector 29,Janakpuri,14.3,20.9,,,,,,,1555.0,33.75,3.9,4.1,Cash
2024-05-12,17:20:52,"""CNR7871852""",No Driver Found,"""CID3918519""",Go Mini,Noida Sector 62,Netaji Subhash Place,,,,,,,,,,,,,
2024-06-13,14:51:09,"""CNR6136597""",Completed,"""CID1198806""",Premier Sedan,Laxmi Nagar,Kanhaiya Nagar,11.6,22.2,,,,,,,293.0,46.56,4.7,4.5,Cash
2024-08-01,09:01:30,"""CNR6768879""",Cancelled by Driver,"""CID1712647""",Bike,Noida Sector 62,Dwarka Sector 21,7.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-12,15:13:11,"""CNR7031184""",Completed,"""CID8029349""",Go Sedan,Netaji Subhash Place,Ambience Mall,6.5,16.7,,,,,,,222.0,25.41,4.1,4.7,UPI
2024-01-27,18:13:16,"""CNR6403702""",Completed,"""CID9254315""",Uber XL,Preet Vihar,Tis Hazari,2.5,29.5,,,,,,,155.0,31.18,4.3,4.1,Uber Wallet
2024-07-26,20:29:01,"""CNR9001937""",Cancelled by Driver,"""CID1188435""",Bike,New Colony,Govindpuri,4.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-03,14:38:19,"""CNR7410744""",Completed,"""CID7227004""",Bike,Ghitorni Village,Model Town,2.4,43.6,,,,,,,579.0,23.43,4.3,4.3,UPI
2024-04-25,23:30:24,"""CNR7515410""",Completed,"""CID7594546""",Auto,Sushant Lok,Kherki Daula Toll,2.5,38.5,,,,,,,291.0,29.46,4.5,4.3,UPI
2024-11-04,17:38:27,"""CNR4388671""",Cancelled by Customer,"""CID7369892""",Go Mini,Khandsa,Ghaziabad,14.0,,1.0,AC is not working,,,,,,,,,
2024-02-24,20:09:31,"""CNR8314579""",Cancelled by Customer,"""CID7207599""",Go Mini,Jahangirpuri,Vasant Kunj,10.5,,1.0,AC is not working,,,,,,,,,
2024-06-20,18:12:25,"""CNR6340711""",Completed,"""CID1528727""",Premier Sedan,Yamuna Bank,Tagore Garden,10.3,23.0,,,,,,,56.0,12.19,4.3,3.7,Debit Card
2024-08-04,15:51:44,"""CNR1216848""",No Driver Found,"""CID9992340""",Bike,Udyog Vihar Phase 4,RK Puram,,,,,,,,,,,,,
2024-04-27,09:40:46,"""CNR6369984""",Completed,"""CID5149786""",Go Mini,Jhilmil,Huda City Centre,11.0,41.8,,,,,,,1026.0,37.63,3.9,4.3,Cash
2024-02-28,22:09:20,"""CNR1179055""",Cancelled by Customer,"""CID4366163""",Go Mini,ITO,Noida Sector 18,18.5,,1.0,Driver asked to cancel,,,,,,,,,
2024-08-16,08:41:56,"""CNR5425649""",Completed,"""CID8537293""",Auto,Bhiwadi,Saidulajab,12.2,35.6,,,,,,,169.0,19.26,4.1,4.1,UPI
2024-03-17,11:25:39,"""CNR7550354""",Cancelled by Driver,"""CID8976571""",Go Mini,Raj Nagar Extension,Anand Vihar,10.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-03,19:27:40,"""CNR5913265""",Completed,"""CID4430776""",Go Sedan,Mehrauli,Basai Dhankot,7.0,29.3,,,,,,,308.0,43.0,4.4,4.6,Debit Card
2024-10-30,10:18:08,"""CNR8607469""",Completed,"""CID2304747""",Bike,MG Road,Noida Sector 62,10.8,16.7,,,,,,,804.0,6.52,3.7,4.0,Debit Card
2024-05-10,16:50:27,"""CNR2956239""",Cancelled by Driver,"""CID7335421""",Premier Sedan,Uttam Nagar,Satguru Ram Singh Marg,11.9,,,,1.0,More than permitted people in there,,,,,,,
2024-04-17,16:29:25,"""CNR8391653""",Cancelled by Driver,"""CID9172155""",Auto,Kashmere Gate ISBT,Moolchand,7.5,,,,1.0,More than permitted people in there,,,,,,,
2024-01-31,19:15:22,"""CNR7908177""",Completed,"""CID5942173""",Go Mini,Tis Hazari,Sadar Bazar Gurgaon,14.0,24.7,,,,,,,113.0,7.97,4.3,4.8,UPI
2024-09-24,10:00:55,"""CNR7953106""",No Driver Found,"""CID2334332""",Go Sedan,Gurgaon Railway Station,Raj Nagar Extension,,,,,,,,,,,,,
2024-08-10,15:16:00,"""CNR9040600""",Cancelled by Driver,"""CID1235973""",Bike,Vatika Chowk,Golf Course Road,3.2,,,,1.0,More than permitted people in there,,,,,,,
2024-07-11,16:54:09,"""CNR6530626""",Cancelled by Driver,"""CID1117869""",Premier Sedan,Arjangarh,Hero Honda Chowk,11.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-13,22:50:40,"""CNR8815773""",Completed,"""CID6898387""",Go Mini,Tilak Nagar,Badshahpur,7.6,31.8,,,,,,,495.0,30.24,4.3,4.2,Cash
2024-02-27,22:55:50,"""CNR4869235""",No Driver Found,"""CID6274781""",Go Mini,Saket A Block,Dilshad Garden,,,,,,,,,,,,,
2024-01-30,21:50:17,"""CNR4252329""",Cancelled by Driver,"""CID2705150""",Go Mini,Palam Vihar,Mayur Vihar,10.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-03-02,06:59:58,"""CNR9603357""",Cancelled by Customer,"""CID7183516""",Auto,Saket A Block,Sadar Bazar Gurgaon,6.1,,1.0,Driver asked to cancel,,,,,,,,,
2024-04-22,18:03:24,"""CNR5064525""",Cancelled by Driver,"""CID7660410""",Auto,Anand Vihar,Nirman Vihar,7.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-08-21,11:59:01,"""CNR2495541""",Completed,"""CID3870417""",Auto,Nirman Vihar,New Delhi Railway Station,3.7,15.0,,,,,,,303.0,38.23,4.3,4.2,Cash
2024-03-30,13:25:08,"""CNR8959209""",Completed,"""CID4006376""",Bike,Vatika Chowk,Dilshad Garden,11.2,25.1,,,,,,,257.0,18.43,3.2,4.9,Cash
2024-01-21,10:10:18,"""CNR8964705""",No Driver Found,"""CID7256302""",Go Sedan,Nirman Vihar,Greater Kailash,,,,,,,,,,,,,
2024-07-22,16:34:03,"""CNR5486233""",Completed,"""CID3036929""",Bike,Sikanderpur,IFFCO Chowk,4.2,23.4,,,,,,,206.0,25.7,3.8,4.6,Cash
2024-02-21,17:58:15,"""CNR7070583""",Cancelled by Driver,"""CID3373074""",Auto,Jhilmil,Vatika Chowk,3.2,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-10,23:09:21,"""CNR5517682""",No Driver Found,"""CID3732612""",Go Sedan,Hero Honda Chowk,Jhilmil,,,,,,,,,,,,,
2024-12-01,15:56:32,"""CNR8312561""",No Driver Found,"""CID1294699""",Go Sedan,Yamuna Bank,Pulbangash,,,,,,,,,,,,,
2024-09-27,17:49:07,"""CNR8377782""",Completed,"""CID5793475""",Bike,Uttam Nagar,ITO,2.4,40.7,,,,,,,955.0,35.62,4.2,4.9,UPI
2024-12-15,21:50:15,"""CNR8720519""",Completed,"""CID9969097""",Bike,Shivaji Park,Model Town,6.8,31.0,,,,,,,444.0,26.99,4.2,4.1,UPI
2024-11-07,11:54:51,"""CNR8878467""",Cancelled by Driver,"""CID4305147""",Go Mini,Vishwavidyalaya,Paharganj,7.3,,,,1.0,More than permitted people in there,,,,,,,
2024-06-21,10:11:10,"""CNR5285661""",Cancelled by Customer,"""CID1840289""",Bike,Mandi House,Kashmere Gate ISBT,10.8,,1.0,Wrong Address,,,,,,,,,
2024-02-20,19:43:28,"""CNR2366406""",No Driver Found,"""CID7015011""",Bike,Subhash Nagar,Azadpur,,,,,,,,,,,,,
2024-07-17,12:46:43,"""CNR2423920""",Completed,"""CID4633574""",Go Sedan,Qutub Minar,Ashram,9.0,16.2,,,,,,,391.0,29.89,3.0,3.9,Cash
2024-12-13,08:07:06,"""CNR5383750""",Cancelled by Driver,"""CID3771760""",Auto,Peeragarhi,Inderlok,8.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-08-18,05:25:02,"""CNR9926908""",Completed,"""CID5625945""",Bike,GTB Nagar,Satguru Ram Singh Marg,4.6,27.4,,,,,,,499.0,23.37,4.3,3.2,UPI
2024-11-23,08:43:22,"""CNR2486935""",Incomplete,"""CID4083048""",Uber XL,Vidhan Sabha,Dwarka Sector 21,3.3,19.7,,,,,1.0,Other Issue,587.0,19.28,,,UPI
2024-01-04,18:56:09,"""CNR7178472""",Completed,"""CID1894207""",Go Sedan,New Colony,Barakhamba Road,2.2,19.7,,,,,,,2002.0,43.83,4.3,4.6,Cash
2024-08-11,12:00:12,"""CNR7494750""",Cancelled by Driver,"""CID9612871""",Premier Sedan,Paschim Vihar,Sikanderpur,4.3,,,,1.0,Customer related issue,,,,,,,
2024-09-14,01:50:14,"""CNR5692215""",Completed,"""CID4753658""",Auto,Bhiwadi,Lal Quila,8.7,28.2,,,,,,,1149.0,26.72,4.3,4.6,Cash
2024-04-09,21:23:10,"""CNR6079904""",Completed,"""CID9406422""",Go Mini,Pragati Maidan,Sushant Lok,8.2,39.7,,,,,,,141.0,46.85,4.6,4.7,UPI
2024-06-09,21:44:12,"""CNR5712502""",Completed,"""CID9106611""",Auto,Jama Masjid,Nawada,12.5,31.7,,,,,,,92.0,9.16,4.6,4.9,Credit Card
2024-03-28,19:22:44,"""CNR5348764""",Completed,"""CID1097672""",Bike,IGNOU Road,Patel Chowk,15.0,30.0,,,,,,,921.0,41.36,5.0,4.7,UPI
2024-03-04,12:40:34,"""CNR4421195""",Cancelled by Driver,"""CID9365545""",Go Sedan,Ashok Vihar,AIIMS,6.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-04,06:52:07,"""CNR5880290""",Completed,"""CID6597588""",Auto,Greater Noida,Lok Kalyan Marg,6.6,27.0,,,,,,,386.0,24.89,4.4,4.1,Credit Card
2024-08-16,08:50:22,"""CNR9206568""",Completed,"""CID6132377""",Auto,Gurgaon Sector 56,Old Gurgaon,10.8,36.3,,,,,,,409.0,33.92,4.2,4.9,Cash
2024-11-22,10:27:50,"""CNR5420252""",Cancelled by Customer,"""CID4373794""",eBike,DLF City Court,Ashok Vihar,13.5,,1.0,Change of plans,,,,,,,,,
2024-06-26,19:59:10,"""CNR6145087""",Completed,"""CID7713985""",Auto,Raj Nagar Extension,Saket,14.9,24.8,,,,,,,62.0,42.69,3.8,4.3,Cash
2024-12-30,07:39:44,"""CNR2729027""",No Driver Found,"""CID4795728""",Go Sedan,Patel Chowk,Govindpuri,,,,,,,,,,,,,
2024-06-07,18:22:00,"""CNR5060032""",Incomplete,"""CID1923099""",Go Mini,Madipur,Mansarovar Park,9.0,11.2,,,,,1.0,Vehicle Breakdown,217.0,4.97,,,Cash
2024-01-17,04:52:21,"""CNR7553226""",Cancelled by Driver,"""CID3344387""",Go Sedan,Welcome,Jasola,5.7,,,,1.0,More than permitted people in there,,,,,,,
2024-06-26,11:50:50,"""CNR3630004""",Cancelled by Customer,"""CID8041984""",Go Mini,DLF City Court,IGNOU Road,19.0,,1.0,Change of plans,,,,,,,,,
2024-09-09,19:53:38,"""CNR3249249""",No Driver Found,"""CID6603806""",Go Sedan,Keshav Puram,Golf Course Road,,,,,,,,,,,,,
2024-04-09,04:53:26,"""CNR9852755""",Incomplete,"""CID2531569""",Auto,Saket A Block,Sarojini Nagar,6.9,15.7,,,,,1.0,Other Issue,400.0,7.32,,,UPI
2024-03-31,15:18:47,"""CNR3407762""",Completed,"""CID3873253""",Premier Sedan,Basai Dhankot,Sikanderpur,2.9,32.6,,,,,,,396.0,34.78,3.4,4.4,Credit Card
2024-05-19,13:52:12,"""CNR9694992""",Completed,"""CID7915045""",Auto,Pragati Maidan,Dilshad Garden,4.7,17.0,,,,,,,656.0,25.01,4.1,4.6,Cash
2024-04-20,12:40:59,"""CNR4515947""",Cancelled by Customer,"""CID8455965""",Go Mini,IIT Delhi,Pitampura,7.1,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-08-10,00:05:34,"""CNR3630919""",Cancelled by Driver,"""CID9981748""",Bike,Mansarovar Park,Gwal Pahari,10.7,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-07,19:06:17,"""CNR3315071""",Completed,"""CID5375347""",Go Sedan,Netaji Subhash Place,Inderlok,2.4,24.3,,,,,,,488.0,27.2,4.6,4.1,Cash
2024-06-01,01:00:21,"""CNR6259705""",Completed,"""CID3861818""",Go Mini,Lok Kalyan Marg,Inderlok,5.8,28.6,,,,,,,345.0,5.02,3.7,3.3,Uber Wallet
2024-05-27,21:12:23,"""CNR3145290""",Completed,"""CID6027195""",Bike,Qutub Minar,Sarojini Nagar,6.7,20.6,,,,,,,749.0,35.39,4.1,4.2,UPI
2024-03-31,10:46:15,"""CNR9692594""",Completed,"""CID5892009""",Go Mini,Sultanpur,Huda City Centre,10.2,44.8,,,,,,,498.0,29.87,4.6,4.5,Credit Card
2024-07-19,19:36:22,"""CNR2071791""",Cancelled by Driver,"""CID6266226""",Premier Sedan,Mundka,Ghitorni Village,9.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-01,01:49:43,"""CNR2813576""",Completed,"""CID7655309""",Bike,Tis Hazari,Chandni Chowk,2.7,38.5,,,,,,,891.0,31.71,4.5,4.4,UPI
2024-11-08,10:40:32,"""CNR1562881""",Completed,"""CID5363326""",Go Mini,Welcome,IFFCO Chowk,11.0,37.5,,,,,,,1201.0,45.95,4.6,3.2,UPI
2024-11-11,21:50:11,"""CNR9314973""",Completed,"""CID3428891""",eBike,Mansarovar Park,Punjabi Bagh,11.2,15.2,,,,,,,607.0,32.56,4.0,4.3,UPI
2024-02-16,21:55:32,"""CNR1507748""",Completed,"""CID8440688""",Go Sedan,Kadarpur,Satguru Ram Singh Marg,3.3,29.2,,,,,,,291.0,20.34,3.9,4.2,Cash
2024-05-27,14:10:18,"""CNR4803668""",Completed,"""CID6706490""",Go Sedan,Dwarka Mor,Nirman Vihar,5.0,26.9,,,,,,,543.0,47.53,4.2,4.2,Uber Wallet
2024-07-05,21:20:03,"""CNR4538583""",Cancelled by Driver,"""CID9721661""",eBike,Cyber Hub,Nawada,3.3,,,,1.0,Customer related issue,,,,,,,
2024-12-25,17:45:27,"""CNR8347633""",Completed,"""CID6429344""",Bike,Ghaziabad,Chhatarpur,8.1,15.6,,,,,,,145.0,49.65,4.6,4.5,Debit Card
2024-11-19,17:02:08,"""CNR6650999""",Cancelled by Driver,"""CID1649583""",Auto,Kherki Daula Toll,Sarojini Nagar,11.4,,,,1.0,Customer related issue,,,,,,,
2024-07-13,04:34:28,"""CNR5421483""",Completed,"""CID4224554""",Premier Sedan,Nawada,Delhi Gate,7.3,33.5,,,,,,,232.0,39.27,4.1,3.8,Uber Wallet
2024-10-30,19:18:23,"""CNR9552968""",No Driver Found,"""CID4762793""",Go Mini,Green Park,Manesar,,,,,,,,,,,,,
2024-04-16,07:24:33,"""CNR2424770""",Cancelled by Driver,"""CID3866296""",Go Sedan,Moolchand,Model Town,5.8,,,,1.0,More than permitted people in there,,,,,,,
2024-08-30,21:33:44,"""CNR3779983""",Completed,"""CID9582649""",eBike,Anand Vihar,Ashok Vihar,6.5,17.6,,,,,,,180.0,44.03,4.0,4.2,UPI
2024-04-03,16:21:21,"""CNR8442406""",Cancelled by Driver,"""CID9324380""",Premier Sedan,Udyog Vihar,Arjangarh,9.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-07,01:25:54,"""CNR3777144""",Completed,"""CID4118601""",Go Sedan,Rajiv Chowk,Rohini East,5.1,26.5,,,,,,,979.0,37.45,4.4,4.6,UPI
2024-07-05,09:26:56,"""CNR7368382""",No Driver Found,"""CID3838358""",Go Sedan,Kanhaiya Nagar,Netaji Subhash Place,,,,,,,,,,,,,
2024-12-19,17:42:10,"""CNR2271456""",Completed,"""CID1840781""",Auto,Tilak Nagar,Seelampur,10.7,24.5,,,,,,,148.0,6.5,4.6,4.9,Credit Card
2024-07-05,06:49:38,"""CNR9063495""",Cancelled by Driver,"""CID5620199""",Go Sedan,Jama Masjid,Kashmere Gate ISBT,7.0,,,,1.0,Customer related issue,,,,,,,
2024-04-17,19:47:22,"""CNR5116264""",Cancelled by Customer,"""CID2502946""",Go Mini,Bahadurgarh,Samaypur Badli,5.9,,1.0,Wrong Address,,,,,,,,,
2024-05-12,16:43:34,"""CNR3790004""",Incomplete,"""CID3070654""",Premier Sedan,Noida Sector 62,Akshardham,2.1,24.6,,,,,1.0,Customer Demand,131.0,3.31,,,UPI
2024-12-07,11:22:15,"""CNR2901705""",No Driver Found,"""CID4198696""",Bike,Preet Vihar,Green Park,,,,,,,,,,,,,
2024-04-15,20:32:11,"""CNR1171168""",Completed,"""CID7968414""",Premier Sedan,Yamuna Bank,Ramesh Nagar,14.0,40.0,,,,,,,1397.0,46.62,4.2,4.5,UPI
2024-04-15,21:33:53,"""CNR8057728""",Cancelled by Driver,"""CID3800141""",Premier Sedan,Jahangirpuri,Ambience Mall,9.4,,,,1.0,More than permitted people in there,,,,,,,
2024-04-10,17:03:14,"""CNR3049301""",No Driver Found,"""CID2357670""",Go Mini,Gwal Pahari,Hero Honda Chowk,,,,,,,,,,,,,
2024-12-30,15:45:02,"""CNR9796253""",Completed,"""CID9574975""",Go Sedan,DLF Phase 3,Chandni Chowk,10.5,40.4,,,,,,,98.0,34.77,4.1,4.2,Cash
2024-07-23,11:35:20,"""CNR8478704""",Completed,"""CID7933275""",Go Mini,Noida Film City,Chhatarpur,12.9,29.9,,,,,,,872.0,5.67,4.2,4.9,UPI
2024-12-06,08:27:22,"""CNR1312882""",Cancelled by Driver,"""CID9780428""",Auto,Shastri Park,Civil Lines Gurgaon,7.6,,,,1.0,Customer related issue,,,,,,,
2024-10-18,16:11:29,"""CNR7364981""",No Driver Found,"""CID1634427""",Go Mini,Raj Nagar Extension,IMT Manesar,,,,,,,,,,,,,
2024-05-07,08:11:11,"""CNR1923322""",Completed,"""CID3506744""",Bike,Subhash Chowk,Jahangirpuri,3.0,23.8,,,,,,,567.0,8.49,3.8,4.7,UPI
2024-09-06,18:16:04,"""CNR8374726""",Cancelled by Customer,"""CID8935874""",Go Sedan,Panipat,Peeragarhi,5.3,,1.0,Change of plans,,,,,,,,,
2024-05-22,22:41:17,"""CNR1011823""",Completed,"""CID6421353""",Premier Sedan,Dilshad Garden,Karol Bagh,13.0,35.8,,,,,,,72.0,44.24,4.7,4.5,Cash
2024-09-13,22:32:42,"""CNR4688004""",Completed,"""CID6879388""",Go Sedan,Hero Honda Chowk,DLF City Court,12.4,37.8,,,,,,,210.0,10.45,4.2,4.8,UPI
2024-01-24,09:58:17,"""CNR1643502""",Incomplete,"""CID5477512""",Go Mini,Indirapuram,Janakpuri,3.4,12.3,,,,,1.0,Customer Demand,350.0,17.89,,,Credit Card
2024-06-29,18:24:17,"""CNR7773910""",Completed,"""CID1150782""",Go Mini,Huda City Centre,Old Gurgaon,4.3,42.6,,,,,,,1426.0,13.48,4.9,5.0,Debit Card
2024-06-19,16:38:27,"""CNR6010886""",No Driver Found,"""CID8347846""",eBike,Tilak Nagar,Kherki Daula Toll,,,,,,,,,,,,,
2024-11-07,12:47:26,"""CNR2524214""",Completed,"""CID4012425""",Go Mini,Vinobapuri,Shivaji Park,14.8,19.1,,,,,,,248.0,2.94,4.3,4.7,Credit Card
2024-09-22,08:30:27,"""CNR3035408""",Completed,"""CID3015321""",Go Sedan,Chandni Chowk,Panipat,2.8,42.8,,,,,,,1193.0,15.16,4.6,4.5,UPI
